feature_policy,feature_count,source_rows,training_rows,validation_rows,training_scope,threshold,precision_not_merged,recall_not_merged,f1_not_merged
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.037119201962477866,0.10837148287955452,1.0,0.1955508321055047
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.10474869120288122,0.10864046994585806,0.999894127611519,0.19598660819279773
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.11980816196662403,0.10891176651494648,0.9998235460191982,0.19642659049309447
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.12912355426872302,0.10917254403206536,0.9996823828345568,0.19684787669471798
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.13670844061182252,0.10943247503941146,0.9995059288537549,0.19726687654974506
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.14270834226191642,0.10968859069762037,0.9992941840767928,0.19767876154074385
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.14825014139576465,0.10994687131050768,0.9990824392998306,0.19809393193013883
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.15297550621476097,0.11021341047934619,0.9989412761151891,0.1985236617396946
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.15715793708115144,0.11046831633310301,0.9986942405420667,0.19893219546657573
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1609467610465949,0.11072626441707467,0.9984472049689441,0.19934542661767352
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.16458864442000787,0.1109846775617508,0.9982001693958216,0.1997591731375644
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1677785632250689,0.11122475875010326,0.9977766798418972,0.2001394527364945
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1710365133850441,0.11146740502334974,0.9973531902879729,0.20052364193676564
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1739966197113484,0.11174207223274557,0.9972120271033315,0.2009651047426684
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.17674308287119467,0.11201332170327492,0.9970355731225297,0.20140007698997703
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1795617717736342,0.11226919484029972,0.9967179559570863,0.20180706749886568
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1824587968130411,0.11251489583873038,0.9962944664031621,0.20219520492757256
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1850026440144943,0.11275788901631549,0.9958356860530774,0.20257799123439904
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.18733295930744842,0.1130044232186929,0.9953769057029926,0.20296623585964713
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.18958961485092818,0.11327856669411694,0.9951651609260305,0.20340389005702006
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.19185404815466467,0.11351479804733441,0.9946005081874647,0.2037727936604341
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.1940098591907008,0.11377422038429542,0.9942476002258611,0.2041832452764551
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.19600991633487097,0.11404854938958962,0.9940005646527386,0.20461967083301552
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.19813403817660424,0.11430137431233633,0.9935417843026538,0.20501673093238082
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.2001739273455886,0.11457311388921682,0.993259457933371,0.20544770372316934
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.20199814303306085,0.11484630424046009,0.9929771315640881,0.20588073887894986
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.2039198450009987,0.11510143610773468,0.9925183512140033,0.20628069107405467
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.2057278328623965,0.11534563062970639,0.9919536984754376,0.20666051518081324
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.20747737456911275,0.11560586608730002,0.991494918125353,0.20706810141509435
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.20912699287385828,0.11584719293974939,0.9908949745906268,0.20744199448111797
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21071954431823658,0.11610367581656082,0.9904009034443817,0.20784222239502909
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21243154796864705,0.11635740627813108,0.9898715415019763,0.20823697544497854
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21404777468711367,0.1166514143094842,0.9896597967250141,0.20870296499166469
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21570730049182352,0.11691442681482223,0.9892010163749294,0.20911356142104714
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21731634912165065,0.1171641041942014,0.9886010728402033,0.20949937927217796
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.21880331013067278,0.11741934942709993,0.9880364201016375,0.20989459163630364
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22024124332068573,0.11765076961897553,0.9872600225861096,0.21024665935156098
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22182703452692942,0.11794672829405711,0.987012987012987,0.210713478490168
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22332960614793584,0.11819731127547374,0.9863777526821005,0.21109873302996546
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22489420081139833,0.11845252230552634,0.9857778091473743,0.21149186831824102
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22630694677304297,0.11874468447014798,0.9854601919819311,0.21195008652882777
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.22767512435061255,0.11900335172660828,0.984860248447205,0.21234810266243598
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.2291287231236261,0.11929920589782296,0.9845426312817617,0.21281156435341458
headline_leakage_safer_features,25,1045883,784412,261471,full_source_internal_validation,0.230522379061459,0.11953137730816402,0.9836956521739131,0.2131610140328069
