feature_policy,feature_count,source_rows,training_rows,validation_rows,training_scope,threshold_label,metric,estimate,cluster_bootstrap_mean,ci_lower_95,ci_upper_95,bootstrap_resamples,cluster_unit
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,default_model_threshold,precision_not_merged,0.22537007090434133,0.22537560385027253,0.20675972763085224,0.24732391165210874,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,default_model_threshold,recall_not_merged,0.515397197923334,0.5140596762912567,0.4767509021899934,0.5584584549263948,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,default_model_threshold,f1_not_merged,0.3136075470065128,0.31325744023687413,0.29050698864501345,0.3408921382504809,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,default_model_threshold,balanced_accuracy,0.650365992411142,0.650000379420445,0.6325799491321099,0.6686223882371403,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,validation_tuned_not_merged_f1,precision_not_merged,0.2955497155398966,0.29556955433275484,0.2645489134037443,0.32747252593993215,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,validation_tuned_not_merged_f1,recall_not_merged,0.363914373088685,0.3626382211978878,0.32250226044142466,0.407615757043961,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,validation_tuned_not_merged_f1,f1_not_merged,0.3261884651548232,0.32545251552009047,0.29573486098766244,0.3599906537361724,300,project_id
headline_leakage_safer_features,25,1045883,1045883,261471,full_training_split,validation_tuned_not_merged_f1,balanced_accuracy,0.6294026024264141,0.6289412614861524,0.6110818383898852,0.6501975375034749,300,project_id
